@relation CornellMovies_v2

@attribute positive_adjectives_count numeric
@attribute negative_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adverbs_count numeric
@attribute positive_adverbs_count_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_count_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_count_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_count_and_bigrams_with_adverbs numeric
@attribute selected_ngrams_count numeric
@attribute original_document_size numeric
@attribute positive_unigrams_and_bigrams_count numeric
@attribute negative_unigrams_and_bigrams_count numeric
@attribute percentage_of_negated_ngrams_by_document_size numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_count numeric
@attribute positive_unigrams_bigrams_and_trigrams_count numeric
@attribute negative_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_adjectives_sum numeric
@attribute negative_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adverbs_sum numeric
@attribute sum_ratio_of_positive_adjectives numeric
@attribute sum_ratio_of_positive_adverbs numeric
@attribute sum_ratio_of_negative_adjectives numeric
@attribute sum_ratio_of_negative_adverbs numeric
@attribute positive_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_positive_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_negative_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_positive_adverbs_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_negative_adverbs_and_bigrams_with_adverbs numeric
@attribute positive_unigrams_and_bigrams_sum numeric
@attribute negative_unigrams_and_bigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_and_bigrams numeric
@attribute sum_ratio_of_negative_unigrams_and_bigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_sum numeric
@attribute positive_unigrams_bigrams_and_trigrams_sum numeric
@attribute negative_unigrams_bigrams_and_trigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_bigrams_and_trigrams numeric
@attribute sum_ratio_of_negative_unigrams_bigrams_and_trigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_sum numeric
@attribute max_rule_for_adjective numeric
@attribute max_rule_for_adverbs_and_bigrams_with_adverbs numeric
@attribute max_rule_for_adjective_and_bigrams_with_adjectives numeric
@attribute max_rule_for_unigrams_and_bigrams numeric
@attribute max_rule_for_unigrams_bigrams_and_trigrams numeric
@attribute polarity {positive,negative}

@data
19,16,3,0,1,3,23,24,-1,-2,51,524,24,27,0.017176,-3,24,27,-3,4.62655,-8.35977,-3.73322,-0.04886,0.008829,0.000079,-0.015954,-0.000172,0.04126,-0.853465,5.640555,-10.555835,-4.91528,-0.812205,0.010764,-0.020145,0.000079,-0.001629,5.681815,-11.4093,0.010843,-0.021773,-5.727485,5.681815,-11.4093,0.010843,-0.021773,17.091115,0,0,0,0,0,positive
26,17,9,1,1,0,33,19,14,1,53,561,34,19,0.008913,15,34,19,15,6.52813,-7.71075,-1.18262,0.09915,0.011637,0.000177,-0.013745,0,0.09915,0,8.695443,-8.98821,-0.292768,0.09915,0.0155,-0.016022,0.000177,0,8.794593,-8.98821,0.015677,-0.016022,-0.193618,8.794593,-8.98821,0.015677,-0.016022,17.782803,0,1,0,0,0,positive
49,13,36,-3,6,9,50,14,36,-3,79,882,56,23,0,33,56,23,33,11.193225,-4.436415,6.75681,-0.308755,0.012691,0.000937,-0.00503,-0.001287,0.82658,-1.135335,11.501494,-5.291565,6.209929,-0.308755,0.01304,-0.006,0.000937,-0.001287,12.328074,-6.4269,0.013977,-0.007287,5.901174,12.328074,-6.4269,0.013977,-0.007287,18.754974,0,0,0,0,0,positive
32,8,24,4,6,2,33,11,22,4,52,542,39,13,0.00738,26,39,13,26,7.24091,-3.208485,4.032425,0.600825,0.01336,0.001109,-0.00592,0,1.401495,-0.73849,7.33597,-4.605765,2.730205,0.663005,0.013535,-0.008498,0.002586,-0.001363,8.737465,-5.344255,0.016121,-0.00986,3.39321,8.737465,-5.344255,0.016121,-0.00986,14.08172,0,0,0,0,0,positive
16,6,10,4,5,0,18,6,12,5,29,476,23,6,0,17,23,6,17,4.90975,-1.15215,3.7576,0.824603,0.010315,0.001732,-0.00242,0,0.94236,0,6.71729,-1.15215,5.56514,0.94236,0.014112,-0.00242,0.00198,0,7.65965,-1.15215,0.016092,-0.00242,6.5075,7.65965,-1.15215,0.016092,-0.00242,8.8118,1,1,1,1,1,positive
36,17,19,3,8,5,42,21,21,3,76,781,50,26,0.006402,24,50,26,24,7.7503,-6.927426,0.822874,0.036096,0.009924,0.001038,-0.00887,-0.000992,0.810666,-0.77457,8.693944,-7.946565,0.747379,0.036096,0.011132,-0.010175,0.001038,-0.000992,9.50461,-8.721135,0.01217,-0.011167,0.783475,9.50461,-8.721135,0.01217,-0.011167,18.225744,0,0,0,0,0,negative
21,7,14,1,1,0,23,9,14,1,34,365,24,9,0.00274,15,24,10,14,6.15296,-1.977465,4.175495,0.35327,0.016857,0.000968,-0.005418,0,0.35327,0,7.351677,-3.402585,3.949092,0.35327,0.020142,-0.009322,0.000968,0,7.704947,-3.402585,0.021109,-0.009322,4.302362,7.704947,-4.030505,0.021109,-0.011042,11.735452,1,1,0,0,1,positive
29,2,27,-3,1,3,31,3,28,-2,38,382,32,6,0.002618,26,32,6,26,8.28119,-0.73623,7.54496,-0.638235,0.021679,0,-0.001927,-0.001671,0.35327,-0.638235,9.34632,-0.94498,8.40134,-0.284965,0.024467,-0.002474,0.000925,-0.001671,9.69959,-1.583215,0.025392,-0.004145,8.116375,9.69959,-1.583215,0.025392,-0.004145,11.282805,1,0,1,1,1,positive
44,15,29,2,5,3,46,17,29,2,71,664,51,20,0,31,51,20,31,12.19129,-6.615755,5.575535,0.305125,0.01836,0.002034,-0.009963,-0.001574,1.35034,-1.045215,12.63719,-7.1331,5.50409,0.305125,0.019032,-0.010743,0.002034,-0.001574,13.98753,-8.178315,0.021066,-0.012317,5.809215,13.98753,-8.178315,0.021066,-0.012317,22.165845,0,1,0,0,0,negative
18,3,15,2,3,2,22,8,14,1,35,406,25,10,0.017241,15,25,10,15,4.13763,-1.243965,2.893665,0.20718,0.010191,0.000644,-0.003064,-0.000134,0.26154,-0.45521,6.53266,-2.28638,4.24628,-0.19367,0.01609,-0.005631,0.000644,-0.001121,6.7942,-2.74159,0.016734,-0.006753,4.05261,6.7942,-2.74159,0.016734,-0.006753,9.53579,1,0,1,1,1,positive
18,5,13,2,4,2,27,6,21,2,39,539,31,8,0.003711,23,31,8,23,4.13821,-1.485795,2.652415,0.024252,0.007678,0.000597,-0.002757,-0.000552,0.382607,-0.667052,6.42246,-2.109233,4.313228,-0.284445,0.011916,-0.003913,0.00071,-0.001238,6.805067,-2.776284,0.012625,-0.005151,4.028783,6.805067,-2.776284,0.012625,-0.005151,9.581351,0,0,0,0,0,positive
19,15,4,1,1,0,23,18,5,1,42,485,24,18,0.006186,6,24,18,6,5.83995,-6.04566,-0.20571,0.35327,0.012041,0.000728,-0.012465,0,0.35327,0,6.896525,-7.588445,-0.69192,0.35327,0.01422,-0.015646,0.000728,0,7.249795,-7.588445,0.014948,-0.015646,-0.33865,7.249795,-7.588445,0.014948,-0.015646,14.83824,0,1,0,0,0,positive
49,25,24,2,3,2,54,28,26,1,87,955,57,30,0.002094,27,57,30,27,13.83607,-10.873095,2.962975,0.46234,0.014488,0.000578,-0.011385,-0.000094,0.55246,-0.54886,16.391225,-12.65217,3.739055,0.0036,0.017164,-0.013248,0.000578,-0.000575,16.943685,-13.20103,0.017742,-0.013823,3.742655,16.943685,-13.20103,0.017742,-0.013823,30.144715,0,0,0,0,0,negative
17,7,10,3,5,2,22,10,12,3,39,503,27,12,0.003976,15,27,12,15,6.509555,-2.53923,3.970325,0.41339,0.012941,0.001109,-0.005048,-0.000287,0.55787,-0.14448,7.99849,-4.095615,3.902875,0.41339,0.015902,-0.008142,0.001109,-0.000287,8.55636,-4.240095,0.017011,-0.00843,4.316265,8.55636,-4.240095,0.017011,-0.00843,12.796455,1,1,0,0,0,positive
19,9,10,-1,1,2,24,10,14,-1,37,477,25,12,0.002096,13,25,12,13,5.71833,-4.867815,0.850515,-0.293045,0.011988,0.000256,-0.010205,-0.00087,0.12208,-0.415125,9.118334,-4.902775,4.215559,-0.293045,0.019116,-0.010278,0.000256,-0.00087,9.240414,-5.3179,0.019372,-0.011149,3.922514,9.240414,-5.3179,0.019372,-0.011149,14.558314,0,0,1,1,1,positive
40,22,18,0,4,5,43,25,18,-1,77,904,47,30,0.002212,17,47,30,17,10.29826,-8.655975,1.642285,0.01976,0.011392,0.000819,-0.009575,-0.000797,0.82249,-1.413295,11.68567,-9.55176,2.13391,-0.590805,0.012927,-0.010566,0.00091,-0.001563,12.50816,-10.965055,0.013836,-0.012129,1.543105,12.50816,-10.965055,0.013836,-0.012129,23.473215,0,0,0,0,0,negative
19,9,10,2,2,0,23,11,12,2,36,344,25,11,0,14,25,11,14,6.57326,-6.31203,0.26123,0.39079,0.019108,0.001136,-0.018349,0,0.39079,0,7.59211,-7.377045,0.215065,0.39079,0.02207,-0.021445,0.001136,0,7.9829,-7.377045,0.023206,-0.021445,0.605855,7.9829,-7.377045,0.023206,-0.021445,15.359945,0,1,0,0,0,positive
10,14,-4,2,3,1,11,17,-6,2,32,455,14,18,0,-4,14,18,-4,4.12301,-6.22626,-2.10325,0.44141,0.009062,0.001168,-0.013684,-0.000198,0.53153,-0.09012,4.94803,-7.216395,-2.268365,0.44141,0.010875,-0.01586,0.001168,-0.000198,5.47956,-7.306515,0.012043,-0.016058,-1.826955,5.47956,-7.306515,0.012043,-0.016058,12.786075,0,1,0,0,0,positive
29,17,12,0,1,1,31,19,12,0,52,586,32,20,0.001706,12,32,20,12,6.38413,-5.312175,1.071955,-0.25299,0.010894,0.000304,-0.009065,-0.000736,0.17826,-0.43125,7.369439,-5.70452,1.664918,-0.25299,0.012576,-0.009735,0.000304,-0.000736,7.547699,-6.13577,0.01288,-0.010471,1.411928,7.547699,-6.13577,0.01288,-0.010471,13.683469,0,0,0,0,0,negative
25,5,20,1,1,0,27,6,21,1,34,430,28,6,0,22,28,6,22,9.39656,-2.338695,7.057865,0.39079,0.021852,0.000909,-0.005439,0,0.39079,0,10.229243,-2.52624,7.703003,0.39079,0.023789,-0.005875,0.000909,0,10.620033,-2.52624,0.024698,-0.005875,8.093792,10.620033,-2.52624,0.024698,-0.005875,13.146273,0,1,0,0,0,positive
20,7,13,0,1,1,23,8,15,0,33,415,24,9,0,15,24,9,15,4.687143,-3.3696,1.317543,0.119255,0.011294,0.000471,-0.00812,-0.000183,0.195395,-0.07614,5.31107,-3.44574,1.86533,0.119255,0.012798,-0.008303,0.000471,-0.000183,5.506465,-3.52188,0.013269,-0.008486,1.984585,5.506465,-3.52188,0.013269,-0.008486,9.028345,0,1,0,0,0,positive
19,8,11,0,2,1,21,13,8,1,37,517,23,14,0.001934,9,23,14,9,7.448735,-2.00691,5.441825,0.22096,0.014408,0.000533,-0.003882,-0.000105,0.681581,-0.05436,8.166451,-5.19505,2.971401,0.627221,0.015796,-0.010048,0.001318,-0.000105,8.848031,-5.24941,0.017114,-0.010154,3.598621,8.848031,-5.24941,0.017114,-0.010154,14.097441,0,1,0,0,0,positive
38,16,22,0,5,5,42,20,22,0,72,673,47,25,0.005944,22,47,25,22,11.13756,-8.501085,2.636475,0.013335,0.016549,0.000968,-0.012632,-0.000948,0.65157,-0.638235,11.89465,-9.536079,2.358571,0.013335,0.017674,-0.01417,0.000968,-0.000948,12.54622,-10.174314,0.018642,-0.015118,2.371906,12.54622,-10.174314,0.018642,-0.015118,22.720534,0,0,0,0,0,negative
21,32,-11,5,6,1,22,35,-13,5,64,508,28,36,0,-8,28,36,-8,6.16868,-12.336878,-6.168198,0.708953,0.012143,0.001573,-0.024285,-0.000177,0.799073,-0.09012,6.29819,-13.43259,-7.1344,0.708953,0.012398,-0.026442,0.001573,-0.000177,7.097263,-13.52271,0.013971,-0.02662,-6.425447,7.097263,-13.52271,0.013971,-0.02662,20.619973,0,1,0,0,0,positive
14,5,9,5,5,0,16,7,9,5,28,362,21,7,0.002762,14,21,7,14,5.11687,-1.532355,3.584515,1.16092,0.014135,0.003207,-0.004233,0,1.16092,0,5.831729,-1.87689,3.954839,1.16092,0.01611,-0.005185,0.003207,0,6.992649,-1.87689,0.019317,-0.005185,5.115759,6.992649,-1.87689,0.019317,-0.005185,8.869539,1,1,1,1,1,positive
32,15,17,4,5,1,35,17,18,4,58,674,40,18,0.001484,22,40,18,22,8.47469,-6.143655,2.331035,0.977535,0.012574,0.001829,-0.009115,-0.000378,1.23258,-0.255045,9.28486,-7.220155,2.064705,0.977535,0.013776,-0.010712,0.001829,-0.000378,10.51744,-7.4752,0.015605,-0.011091,3.04224,10.51744,-7.4752,0.015605,-0.011091,17.99264,0,1,0,0,0,negative
31,6,25,1,2,0,35,7,28,2,44,461,37,7,0.002169,30,37,7,30,11.711597,-1.974135,9.737462,0.39079,0.025405,0.000848,-0.004282,0,0.80067,0,12.949903,-2.011635,10.938268,0.80067,0.028091,-0.004364,0.001737,0,13.750573,-2.011635,0.029828,-0.004364,11.738938,13.750573,-2.011635,0.029828,-0.004364,15.762208,1,1,1,1,1,positive
17,9,8,3,3,1,23,10,13,2,37,416,26,11,0.009615,15,26,11,15,7.10089,-0.91248,6.18841,0.25247,0.017069,0.000607,-0.002193,0,0.25247,-0.41087,8.573618,-1.12742,7.446198,-0.1584,0.02061,-0.00271,0.000607,-0.000988,8.826088,-1.53829,0.021217,-0.003698,7.287798,8.826088,-1.53829,0.021217,-0.003698,10.364378,1,0,1,1,1,positive
36,17,19,4,8,2,42,25,17,6,77,820,50,27,0.008537,23,50,27,23,9.6706,-5.857395,3.813205,0.169928,0.011793,0.000976,-0.007143,-0.000768,1.028409,-0.63009,11.56841,-9.11393,2.45448,0.398319,0.014108,-0.011115,0.001254,-0.000768,12.596819,-9.74402,0.015362,-0.011883,2.852799,12.596819,-9.74402,0.015362,-0.011883,22.340839,0,0,0,0,0,positive
22,5,17,2,3,1,25,6,19,2,35,384,28,7,0,21,28,7,21,7.111615,-1.29396,5.817655,0.536498,0.01852,0.001938,-0.00337,-0.000541,0.74406,-0.207563,8.54043,-1.3701,7.17033,0.536498,0.022241,-0.003568,0.001938,-0.000541,9.28449,-1.577663,0.024178,-0.004108,7.706828,9.28449,-1.577663,0.024178,-0.004108,10.862153,1,1,1,1,1,positive
20,5,15,3,5,1,23,6,17,4,35,435,28,7,0,21,28,7,21,6.97434,-2.27235,4.70199,0.040995,0.016033,0.001049,-0.005224,-0.000954,0.54525,-0.415125,8.157203,-2.895788,5.261415,0.130125,0.018752,-0.006657,0.001253,-0.000954,8.702453,-3.310913,0.020006,-0.007611,5.39154,8.702453,-3.310913,0.020006,-0.007611,12.013365,1,0,1,1,1,positive
23,10,13,3,3,0,26,13,13,3,42,466,29,13,0.006438,16,29,13,16,6.87722,-5.397885,1.479335,0.74406,0.014758,0.001597,-0.011583,0,0.74406,0,8.82479,-7.120595,1.704195,0.74406,0.018937,-0.01528,0.001597,0,9.56885,-7.120595,0.020534,-0.01528,2.448255,9.56885,-7.120595,0.020534,-0.01528,16.689445,0,1,0,0,0,positive
38,17,21,5,5,0,42,21,21,5,68,661,47,21,0.003026,26,47,21,26,9.62026,-5.16501,4.45525,0.96358,0.014554,0.001458,-0.007814,0,0.96358,0,11.6379,-7.31765,4.32025,0.96358,0.017607,-0.011071,0.001458,0,12.60148,-7.31765,0.019064,-0.011071,5.28383,12.60148,-7.31765,0.019064,-0.011071,19.91913,0,1,0,0,0,positive
15,11,4,2,5,2,20,14,6,3,41,470,25,16,0.008511,9,25,16,9,5.17009,-4.93998,0.23011,0.27576,0.011,0.000664,-0.010511,-0.000077,0.79388,-0.03624,7.378641,-6.76247,0.616171,0.75764,0.015699,-0.014388,0.001689,-0.000077,8.172521,-6.79871,0.017388,-0.014465,1.373811,8.172521,-6.79871,0.017388,-0.014465,14.971231,0,1,0,0,0,positive
16,4,12,4,4,0,20,4,16,4,28,398,24,4,0,20,24,4,20,6.92516,-1.51584,5.40932,0.82658,0.0174,0.002077,-0.003809,0,0.82658,0,8.643108,-1.51584,7.127268,0.82658,0.021716,-0.003809,0.002077,0,9.469688,-1.51584,0.023793,-0.003809,7.953848,9.469688,-1.51584,0.023793,-0.003809,10.985528,1,1,1,1,1,positive
36,20,16,-2,0,2,40,27,13,-2,69,718,40,29,0.005571,11,40,29,11,7.620755,-9.48141,-1.860655,-0.05436,0.010614,0,-0.013205,-0.000076,0,-0.05436,8.680263,-13.484765,-4.804502,-0.05436,0.01209,-0.018781,0,-0.000076,8.680263,-13.539125,0.01209,-0.018857,-4.858862,8.680263,-13.539125,0.01209,-0.018857,22.219387,0,0,0,0,0,positive
13,19,-6,0,0,0,17,23,-6,0,40,439,17,23,0.002278,-6,17,23,-6,4.11091,-7.059645,-2.948735,0,0.009364,0,-0.016081,0,0,0,5.61862,-7.949935,-2.331315,0,0.012799,-0.018109,0,0,5.61862,-7.949935,0.012799,-0.018109,-2.331315,5.61862,-7.949935,0.012799,-0.018109,13.568555,0,-1,0,0,0,positive
24,8,16,0,0,0,26,15,11,0,41,366,26,15,0.005464,11,26,15,11,8.218875,-4.55859,3.660285,0,0.022456,0,-0.012455,0,0,0,8.99392,-7.508725,1.485195,0,0.024574,-0.020516,0,0,8.99392,-7.508725,0.024574,-0.020516,1.485195,8.99392,-7.508725,0.024574,-0.020516,16.502645,0,-1,0,0,0,positive
28,19,9,3,4,1,32,20,12,3,57,592,36,21,0.005068,15,36,21,15,7.95566,-9.56352,-1.60786,0.92232,0.013439,0.001558,-0.016155,0,1.08471,-0.43896,8.412795,-10.135564,-1.722769,0.64575,0.014211,-0.017121,0.001832,-0.000741,9.497505,-10.574524,0.016043,-0.017862,-1.077019,9.497505,-10.574524,0.016043,-0.017862,20.072029,0,0,0,0,0,negative
23,10,13,1,3,1,27,10,17,2,41,368,30,11,0,19,30,11,19,5.10922,-4.913805,0.195415,0.00454,0.013884,0.001184,-0.013353,-0.001172,0.55787,-0.43125,6.644824,-4.913805,1.731019,0.12662,0.018057,-0.013353,0.001516,-0.001172,7.202694,-5.345055,0.019573,-0.014525,1.857639,7.202694,-5.345055,0.019573,-0.014525,12.547749,0,0,0,0,0,positive
17,15,2,2,2,1,20,15,5,1,38,381,22,16,0.002625,6,22,16,6,4.468925,-4.927185,-0.45826,0.47331,0.011729,0.001242,-0.012932,0,0.47331,-0.37792,5.41462,-4.927185,0.487435,0.09539,0.014212,-0.012932,0.001242,-0.000992,5.88793,-5.305105,0.015454,-0.013924,0.582825,5.88793,-5.305105,0.015454,-0.013924,11.193035,0,1,0,0,0,positive
14,11,3,5,7,2,16,13,3,5,38,426,23,15,0.002347,8,23,15,8,4.20058,-5.30067,-1.10009,0.39972,0.009861,0.001117,-0.012443,-0.000179,0.47586,-0.07614,4.86317,-6.705865,-1.842695,0.39972,0.011416,-0.015741,0.001117,-0.000179,5.33903,-6.782005,0.012533,-0.01592,-1.442975,5.33903,-6.782005,0.012533,-0.01592,12.121035,0,1,0,0,0,positive
39,11,28,3,6,3,39,15,24,3,63,885,45,18,0,27,45,18,27,8.8998,-2.846465,6.053335,-0.148195,0.010056,0.001306,-0.003216,-0.001474,1.15589,-1.304085,8.8998,-4.389145,4.510655,-0.148195,0.010056,-0.004959,0.001306,-0.001474,10.05569,-5.69323,0.011362,-0.006433,4.36246,10.05569,-5.69323,0.011362,-0.006433,15.74892,0,1,0,0,0,negative
9,22,-13,2,2,0,14,22,-8,2,38,306,16,22,0.003268,-6,16,22,-6,2.12782,-2.02536,0.10246,0.259155,0.006954,0.000847,-0.006619,0,0.259155,0,3.22414,-2.02536,1.19878,0.259155,0.010536,-0.006619,0.000847,0,3.483295,-2.02536,0.011383,-0.006619,1.457935,3.483295,-2.02536,0.011383,-0.006619,5.508655,0,1,0,0,0,positive
18,9,9,-1,0,1,20,10,10,-1,31,308,20,11,0.003247,9,20,11,9,6.249585,-1.57095,4.678635,-0.415125,0.020291,0,-0.0051,-0.001348,0,-0.415125,7.273744,-2.01838,5.255364,-0.415125,0.023616,-0.006553,0,-0.001348,7.273744,-2.433505,0.023616,-0.007901,4.840239,7.273744,-2.433505,0.023616,-0.007901,9.707249,1,0,1,1,1,positive
34,23,11,3,6,2,38,25,13,4,71,656,44,27,0,17,44,27,17,7.06624,-10.64718,-3.58094,-0.016777,0.010772,0.000486,-0.01623,-0.000511,0.514003,-0.335385,8.64646,-11.64687,-3.00041,0.178618,0.013181,-0.017754,0.000784,-0.000511,9.160463,-11.982255,0.013964,-0.018266,-2.821792,9.160463,-11.982255,0.013964,-0.018266,21.142718,0,0,0,0,0,negative
18,7,11,5,7,1,24,8,16,6,40,419,31,9,0,22,31,9,22,3.753928,-1.1478,2.606128,1.046847,0.008959,0.00268,-0.002739,-0.000182,1.27279,-0.07614,6.001744,-1.170435,4.831309,1.19665,0.014324,-0.002793,0.003038,-0.000182,7.274533,-1.246575,0.017362,-0.002975,6.027958,7.274533,-1.246575,0.017362,-0.002975,8.521108,1,1,1,1,1,positive
29,4,25,2,2,0,35,5,30,2,42,394,37,5,0,32,37,5,32,7.71364,-3.408915,4.304725,0.23758,0.019578,0.000603,-0.008652,0,0.23758,0,9.845145,-4.12155,5.723595,0.23758,0.024988,-0.010461,0.000603,0,10.082725,-4.12155,0.025591,-0.010461,5.961175,10.082725,-4.12155,0.025591,-0.010461,14.204275,0,1,0,0,0,positive
37,23,14,4,7,3,40,28,12,4,78,884,47,31,0,16,47,31,16,8.569607,-6.68466,1.884947,0.591265,0.009694,0.001073,-0.007562,-0.000404,0.94866,-0.357395,9.231544,-8.404523,0.827021,0.591265,0.010443,-0.009507,0.001073,-0.000404,10.180204,-8.761918,0.011516,-0.009912,1.418286,10.180204,-8.761918,0.011516,-0.009912,18.942121,0,1,0,0,0,negative
8,4,4,1,2,1,10,8,2,1,21,320,12,9,0.0125,3,12,9,3,2.41073,-1.657695,0.753035,0.097698,0.007534,0.000305,-0.00518,0,0.195395,-0.402303,2.88833,-3.04895,-0.16062,-0.206908,0.009026,-0.009528,0.000611,-0.001257,3.083725,-3.451253,0.009637,-0.010785,-0.367528,3.083725,-3.451253,0.009637,-0.010785,6.534978,0,0,0,0,0,positive
14,0,14,4,5,1,18,3,15,4,27,429,23,4,0,19,23,4,19,5.08524,0,5.08524,0.548455,0.011854,0.002246,0,-0.000968,0.96358,-0.415125,7.888678,-0.81132,7.077358,0.548455,0.018389,-0.001891,0.002246,-0.000968,8.852258,-1.226445,0.020635,-0.002859,7.625813,8.852258,-1.226445,0.020635,-0.002859,10.078703,1,0,1,1,1,positive
15,6,9,1,5,4,19,8,11,1,36,436,24,12,0.002294,12,24,12,12,3.88335,-1.020885,2.862465,-0.155223,0.008907,0.00171,-0.002341,-0.002066,0.745513,-0.900735,5.166713,-1.90239,3.264323,-0.155223,0.01185,-0.004363,0.00171,-0.002066,5.912225,-2.803125,0.01356,-0.006429,3.1091,5.912225,-2.803125,0.01356,-0.006429,8.71535,1,0,0,0,0,positive
32,25,7,1,3,0,38,29,9,3,70,889,41,29,0.005624,12,41,29,12,8.242033,-6.58533,1.656703,0.081195,0.009271,0.000091,-0.007408,0,0.611799,0,9.822953,-8.069193,1.75376,0.611799,0.011049,-0.009077,0.000688,0,10.434752,-8.069193,0.011738,-0.009077,2.365559,10.434752,-8.069193,0.011738,-0.009077,18.503945,1,1,1,1,1,negative
28,12,16,0,4,5,29,14,15,-1,52,561,33,19,0.003565,14,33,19,14,8.03604,-3.063825,4.972215,0.183995,0.014324,0.001204,-0.005461,-0.000876,0.67526,-0.908745,8.07356,-3.857555,4.216005,-0.233485,0.014391,-0.006876,0.001204,-0.00162,8.74882,-4.7663,0.015595,-0.008496,3.98252,8.74882,-4.7663,0.015595,-0.008496,13.51512,1,0,1,1,1,positive
16,6,10,3,5,2,22,10,12,3,39,499,27,12,0.016032,15,27,12,15,5.34534,-0.911655,4.433685,0.639395,0.010712,0.001336,-0.001827,-0.000054,1.139395,-0.48592,6.83438,-2.35612,4.47826,0.653475,0.013696,-0.004722,0.002283,-0.000974,7.973775,-2.84204,0.01598,-0.005695,5.131735,7.973775,-2.84204,0.01598,-0.005695,10.815815,1,1,1,1,1,positive
39,22,17,3,4,1,43,24,19,3,72,834,47,25,0,22,47,25,22,11.78786,-8.71479,3.07307,0.5616,0.014134,0.000739,-0.010449,-0.000065,0.61596,-0.05436,14.149343,-10.53888,3.610463,0.5616,0.016966,-0.012637,0.000739,-0.000065,14.765303,-10.59324,0.017704,-0.012702,4.172063,14.765303,-10.59324,0.017704,-0.012702,25.358543,0,1,0,0,0,positive
25,6,19,5,6,1,26,12,14,5,45,401,32,13,0.004988,19,32,13,19,7.68664,-2.174723,5.511918,0.854675,0.019169,0.002131,-0.005423,0,0.916644,-0.43896,7.76424,-3.808042,3.956198,0.477684,0.019362,-0.009496,0.002286,-0.001095,8.680884,-4.247002,0.021648,-0.010591,4.433882,8.680884,-4.247002,0.021648,-0.010591,12.927886,1,0,1,1,1,positive
20,11,9,1,2,1,27,11,16,1,41,428,29,12,0.004673,17,29,12,17,6.639483,-1.98711,4.652373,0.12208,0.015513,0.000285,-0.004643,0,0.563668,-0.33761,8.449644,-1.98711,6.462534,0.226058,0.019742,-0.004643,0.001317,-0.000789,9.013311,-2.32472,0.021059,-0.005432,6.688591,9.013311,-2.32472,0.021059,-0.005432,11.338031,1,1,1,1,1,positive
41,11,30,6,9,3,53,17,36,6,82,1164,62,20,0.007732,42,62,20,42,9.54558,-6.403605,3.141975,0.610868,0.008201,0.000649,-0.005501,-0.000124,0.843665,-0.728355,13.262735,-7.858395,5.40434,0.11531,0.011394,-0.006751,0.000725,-0.000626,14.1064,-8.58675,0.012119,-0.007377,5.51965,14.1064,-8.58675,0.012119,-0.007377,22.69315,0,0,0,0,0,positive
14,5,9,3,3,0,17,9,8,3,29,310,20,9,0.003226,11,20,9,11,2.412943,-1.31859,1.094353,0.2046,0.007784,0.00066,-0.004254,0,0.2046,0,3.299502,-2.893915,0.405587,0.2046,0.010644,-0.009335,0.00066,0,3.504102,-2.893915,0.011304,-0.009335,0.610187,3.504102,-2.893915,0.011304,-0.009335,6.398017,0,1,0,0,0,negative
14,15,-1,-4,2,5,17,19,-2,-3,43,407,19,24,0.004914,-5,19,24,-5,3.06532,-5.186048,-2.120728,-0.065716,0.007531,0.000203,-0.012742,-0.000364,0.564496,-0.148236,3.820365,-6.883245,-3.06288,0.41626,0.009387,-0.016912,0.001387,-0.000364,4.384861,-7.031481,0.010774,-0.017276,-2.64662,4.384861,-7.031481,0.010774,-0.017276,11.416342,0,1,0,0,0,negative
